,nodes,techs,costs,Value,source_model
6,netherlands,onshore_wind,monetary,22486.819245432085,results_plan_cluster_2019_2010_weights_9_1.netcdf
7,netherlands,solar,monetary,28396.53266690115,results_plan_cluster_2019_2010_weights_9_1.netcdf
0,netherlands,battery,monetary,1328.523421118913,results_plan_cluster_2019_2011_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,27381.811934088044,results_plan_cluster_2019_2011_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18141.343038187253,results_plan_cluster_2019_2011_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,15619.681835078198,results_plan_cluster_2019_2011_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2019_2011_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,80864.8000810277,results_plan_cluster_2019_2011_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22509.783414075744,results_plan_cluster_2019_2011_weights_1_9.netcdf
7,netherlands,solar,monetary,25743.99830552491,results_plan_cluster_2019_2011_weights_1_9.netcdf
0,netherlands,battery,monetary,977.1614168430526,results_plan_cluster_2019_2012_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28418.244802702902,results_plan_cluster_2019_2012_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18394.747445701447,results_plan_cluster_2019_2012_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,18206.403334062077,results_plan_cluster_2019_2012_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15281.133743871445,results_plan_cluster_2019_2012_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,80903.80125202713,results_plan_cluster_2019_2012_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22540.746981907,results_plan_cluster_2019_2012_weights_1_9.netcdf
7,netherlands,solar,monetary,25676.951378670794,results_plan_cluster_2019_2012_weights_1_9.netcdf
0,netherlands,battery,monetary,1344.7714171804357,results_plan_cluster_2019_2013_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,27923.423101246975,results_plan_cluster_2019_2013_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18028.767629805407,results_plan_cluster_2019_2013_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,19403.757563471372,results_plan_cluster_2019_2013_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15246.674640517003,results_plan_cluster_2019_2013_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,80731.29747905079,results_plan_cluster_2019_2013_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22484.01693893139,results_plan_cluster_2019_2013_weights_1_9.netcdf
7,netherlands,solar,monetary,25708.251298469204,results_plan_cluster_2019_2013_weights_1_9.netcdf
0,netherlands,battery,monetary,2140.9265327344037,results_plan_cluster_2019_2014_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,32953.25520917152,results_plan_cluster_2019_2014_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18042.851020986414,results_plan_cluster_2019_2014_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,18534.47067881938,results_plan_cluster_2019_2014_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.546915859733,results_plan_cluster_2019_2014_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,64481.92518327926,results_plan_cluster_2019_2014_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22457.04384245552,results_plan_cluster_2019_2014_weights_1_9.netcdf
7,netherlands,solar,monetary,37261.38753960522,results_plan_cluster_2019_2014_weights_1_9.netcdf
0,netherlands,battery,monetary,638.932449845265,results_plan_cluster_2019_2015_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28258.029089545933,results_plan_cluster_2019_2015_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18584.5420953068,results_plan_cluster_2019_2015_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,14784.055287991614,results_plan_cluster_2019_2015_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15243.54691585972,results_plan_cluster_2019_2015_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,78127.01117103004,results_plan_cluster_2019_2015_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22557.130228194914,results_plan_cluster_2019_2015_weights_1_9.netcdf
7,netherlands,solar,monetary,24309.253692891347,results_plan_cluster_2019_2015_weights_1_9.netcdf
0,netherlands,battery,monetary,1594.2768718914822,results_plan_cluster_2019_2016_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,29501.140361940546,results_plan_cluster_2019_2016_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18177.522103154515,results_plan_cluster_2019_2016_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,25569.623329166607,results_plan_cluster_2019_2016_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15281.133743871462,results_plan_cluster_2019_2016_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,80939.89413996466,results_plan_cluster_2019_2016_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22472.870489553392,results_plan_cluster_2019_2016_weights_1_9.netcdf
7,netherlands,solar,monetary,30983.76567644702,results_plan_cluster_2019_2016_weights_1_9.netcdf
0,netherlands,battery,monetary,1531.019276936141,results_plan_cluster_2019_2017_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28831.734431626555,results_plan_cluster_2019_2017_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,18235.554812791645,results_plan_cluster_2019_2017_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,20158.063561233044,results_plan_cluster_2019_2017_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15256.894903892755,results_plan_cluster_2019_2017_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,81157.39357036905,results_plan_cluster_2019_2017_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22477.012217776282,results_plan_cluster_2019_2017_weights_1_9.netcdf
7,netherlands,solar,monetary,26558.59667970725,results_plan_cluster_2019_2017_weights_1_9.netcdf
0,netherlands,battery,monetary,1542.126753764991,results_plan_cluster_2019_2018_weights_1_9.netcdf
1,netherlands,electrolyser,monetary,28477.26590404103,results_plan_cluster_2019_2018_weights_1_9.netcdf
2,netherlands,h2_elec_conversion,monetary,17920.217197910155,results_plan_cluster_2019_2018_weights_1_9.netcdf
3,netherlands,h2_salt_cavern,monetary,11210.670349751479,results_plan_cluster_2019_2018_weights_1_9.netcdf
4,netherlands,nuclear,monetary,15251.409151839294,results_plan_cluster_2019_2018_weights_1_9.netcdf
5,netherlands,offshore_wind,monetary,77501.49699547434,results_plan_cluster_2019_2018_weights_1_9.netcdf
6,netherlands,onshore_wind,monetary,22462.070745719473,results_plan_cluster_2019_2018_weights_1_9.netcdf
7,netherlands,solar,monetary,26880.789657953057,results_plan_cluster_2019_2018_weights_1_9.netcdf
