id,horizon,number_reps,W_proxy,ldes_error,macme,abs_ldes_error
cfef45f4ab9025d5f099,2,30,0.0,0.1849220107371223,0.0507846396340121,0.1849220107371223
87a28992ae55d2283703,2,30,0.75,-0.004617066817082,0.0732163702575424,0.004617066817082
80268d07d0492bfe19d5,2,30,1.0,0.0700730454042949,0.0356304198333064,0.0700730454042949
3b3f3c1db3e8b1ba954f,2,45,0.0,0.1879317451053412,0.0529828121124037,0.1879317451053412
1c03ac67e6418b04899b,2,45,0.75,-0.0284791711696148,0.1228804871659273,0.0284791711696148
67d62c2a18d372bbe37e,2,45,1.0,0.0628067044250648,0.030972519323592,0.0628067044250648
3cce15a8290977b34e1b,2,60,0.0,0.1732921044815299,0.0416408922479825,0.1732921044815299
7486c4cce0a310438620,2,60,0.75,-0.0574950954355686,0.0929408611693795,0.0574950954355686
0e7476320c630e75bbf0,2,60,1.0,-0.0307196578019722,0.0687412401705545,0.0307196578019722
0a27cb0d292c0ec04097,2,30,0.0,0.4542506980714189,0.0904642623285919,0.4542506980714189
6204eb576151481c10c1,2,30,0.75,0.0906441585684984,0.1050089344917518,0.0906441585684984
e739a8096d82036e8395,2,30,1.0,0.0776596355647711,0.102630220009215,0.0776596355647711
fe42972547b0bac34901,2,45,0.0,0.2166440995565609,0.0471199445798393,0.2166440995565609
402c16663e664381585a,2,45,0.75,0.0755208545736316,0.0643824301484448,0.0755208545736316
ce47e38a30ba62000eb0,2,45,1.0,0.1071762711031537,0.0591325089733428,0.1071762711031537
f56a6781e48e3f1a4c86,2,60,0.0,0.2315183975990053,0.0403830655152374,0.2315183975990053
b09300f96b5e533dfdce,2,60,0.75,0.0768890689438201,0.0794323930403478,0.0768890689438201
0b1d9f205f705893d500,2,60,1.0,0.0717064258696479,0.037911557630291,0.0717064258696479
88cd0b74e1f5914d7567,2,30,0.0,0.3037436824970865,0.0441925509799094,0.3037436824970865
218c5bc25d5b0748822f,2,30,0.75,0.0031766842135804,0.067735484314327,0.0031766842135804
acc833d0d3fa084414d8,2,30,1.0,-0.1696588895672242,0.0544599054697363,0.1696588895672242
8e6109faac448c00a4d2,2,45,0.0,0.3202822302532255,0.0384148576678394,0.3202822302532255
2f08391d7aee7d2aa676,2,45,0.75,-0.0201276656886957,0.0813266232938483,0.0201276656886957
7a6217d6644b8fe0d8fd,2,45,1.0,-0.2757828789506062,0.0525521929156513,0.2757828789506062
c227b76b7e4c25b4bee4,2,60,0.0,0.0821863332367682,0.0277606348021475,0.0821863332367682
97feb0b58ec1e1169590,2,60,0.75,-0.1614535608982769,0.0786371860900001,0.1614535608982769
260868d55a9053e24f6d,2,60,1.0,-0.2799988044849229,0.0520724278002086,0.2799988044849229
51aafe085ede9521ca58,2,30,0.0,-0.1195706194245209,0.0835875279958082,0.1195706194245209
867300c7227ca49bf31c,2,30,0.75,-0.3961273555730106,0.0663134052362936,0.3961273555730106
d8b37a2a2ec8a1fac3c6,2,30,1.0,-0.301511465835768,0.0252544919927819,0.301511465835768
ac7d21db5c3cdc98fd9c,2,45,0.0,0.1809781218059986,0.0415881919138441,0.1809781218059986
e1c407bdb56b2d1227ec,2,45,0.75,0.0005484343848117,0.0688553080246019,0.0005484343848117
7454ca4f85cce1f8771d,2,45,1.0,-0.1802373519916708,0.0655793292872038,0.1802373519916708
ec254700314dc29bafb9,2,60,0.0,0.1167332240572806,0.05050812934531,0.1167332240572806
9403e891ada00ccad5d3,2,60,0.75,0.0178104455370031,0.0654285902327247,0.0178104455370031
